No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
4319,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,886,922,882,662
4320,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,893,897,893,675
4321,1,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),659,429,664,677
4322,2,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),659,429,664,677
4323,3,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),672,422,664,680
4324,4,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,426,669,675
4325,5,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,661,675
4326,6,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,657,678
4327,7,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,675,672
4328,8,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),657,432,671,687
4329,9,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),664,432,667,682
4330,10,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,667,678
4331,11,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,432,666,675
4332,12,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,666,676
4333,13,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,664,667
4334,14,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,667,670
4335,15,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),668,432,668,685
4336,16,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,660,675
4337,17,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,664,678
4338,18,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),655,432,660,679
4339,19,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,432,664,676
4340,20,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),654,432,667,677
4341,21,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),655,432,668,685
4342,22,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,667,677
4343,23,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),666,432,657,683
4344,24,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),655,432,666,677
4345,25,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),665,432,659,683
4346,26,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,662,683
4347,27,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),667,432,665,693
4348,28,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,667,673
4349,29,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),669,432,659,673
4350,30,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),668,432,666,681
4351,31,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),658,432,656,678
4352,32,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,663,672
4353,33,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),666,432,661,677
4354,34,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),653,432,662,680
4355,35,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),670,432,658,676
4356,36,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),655,432,666,679
4357,37,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,432,655,678
4358,38,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),671,432,663,678
4359,39,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,432,667,678
4360,40,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),665,432,657,674
4361,41,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),656,432,667,673
4362,42,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),661,432,658,668
4363,43,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,672,671
4364,44,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),667,432,655,678
4365,45,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),666,432,661,683
4366,46,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),666,432,666,685
4367,47,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),654,432,662,680
4368,48,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,666,669
4369,49,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),657,432,665,672
4370,50,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,665,692
4371,51,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,660,672
4372,52,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),657,432,667,679
4373,53,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),674,432,671,688
4374,54,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),660,432,665,686
4375,55,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),663,432,657,670
4376,56,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),664,432,664,675
4377,57,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),664,432,672,676
4378,58,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),662,432,667,680
4379,59,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),656,432,659,677
4380,60,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Extreme),670,432,670,667
4381,1,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),664,432,660,679
4382,2,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),681,432,678,671
4383,3,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,685,667
4384,4,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),697,432,675,668
4385,5,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),696,432,684,677
4386,6,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,680,671
4387,7,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,678,671
4388,8,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,676,674
4389,9,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),695,432,685,677
4390,10,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),684,432,685,672
4391,11,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,681,678
4392,12,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),691,432,679,684
4393,13,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),698,432,681,675
4394,14,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),692,432,685,678
4395,15,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,680,681
4396,16,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),683,432,685,675
4397,17,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),694,432,680,675
4398,18,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),694,432,676,674
4399,19,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),694,432,682,676
4400,20,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),697,432,690,675
4401,21,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),694,432,689,674
4402,22,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),689,432,683,676
4403,23,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),693,432,679,670
4404,24,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,681,673
4405,25,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,678,672
4406,26,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,681,677
4407,27,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),684,432,690,676
4408,28,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),689,432,678,686
4409,29,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,683,683
4410,30,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,686,680
4411,31,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,683,670
4412,32,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,685,675
4413,33,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),689,432,685,677
4414,34,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),683,432,679,672
4415,35,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,677,672
4416,36,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),692,432,684,678
4417,37,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,686,685
4418,38,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),685,432,681,677
4419,39,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,683,674
4420,40,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),692,432,691,675
4421,41,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),695,432,682,682
4422,42,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),696,432,669,674
4423,43,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),679,432,684,679
4424,44,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,674,680
4425,45,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),683,432,681,674
4426,46,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),685,432,674,687
4427,47,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),689,432,683,678
4428,48,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),679,432,685,674
4429,49,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),686,432,688,679
4430,50,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),689,432,679,664
4431,51,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),685,432,690,666
4432,52,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),684,432,682,672
4433,53,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),685,432,685,674
4434,54,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),685,432,681,679
4435,55,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),687,432,680,670
4436,56,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,683,680
4437,57,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),690,432,676,668
4438,58,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),684,432,675,672
4439,59,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),691,432,684,666
4440,60,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Poking Chin (Acceptable),672,432,676,679
4441,1,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),690,432,677,677
4442,2,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),691,432,684,675
4443,3,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),687,432,684,676
4444,4,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),683,432,689,668
4445,5,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),691,432,681,672
4446,6,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,684,677
4447,7,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),692,432,686,674
4448,8,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),685,432,680,669
4449,9,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),685,432,670,670
4450,10,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),691,432,679,679
4451,11,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),687,432,682,670
4452,12,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),682,432,684,670
4453,13,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),690,432,679,674
4454,14,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),681,432,685,668
4455,15,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,680,671
4456,16,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,676,672
4457,17,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,680,672
4458,18,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),688,432,681,666
4459,19,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),682,432,686,661
4460,20,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),682,432,681,670
4461,21,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,686,674
4462,22,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),692,432,681,665
4463,23,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,679,672
4464,24,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),688,432,688,675
4465,25,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,687,674
4466,26,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),682,432,684,676
4467,27,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,683,675
4468,28,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),691,432,678,664
4469,29,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),687,432,683,669
4470,30,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),681,432,682,667
4471,31,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),679,432,683,679
4472,32,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),679,432,683,686
4473,33,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),683,432,672,657
4474,34,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),689,432,677,675
4475,35,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),688,432,673,659
4476,36,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,676,672
4477,37,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,684,670
4478,38,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),692,432,689,674
4479,39,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),687,432,675,670
4480,40,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),689,432,692,664
4481,41,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),693,432,687,675
4482,42,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),688,432,682,673
4483,43,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),688,432,678,666
4484,44,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,683,665
4485,45,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),687,432,681,664
4486,46,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),674,432,674,674
4487,47,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),696,432,676,671
4488,48,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,683,674
4489,49,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,685,678
4490,50,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),689,432,687,672
4491,51,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),697,432,688,674
4492,52,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),686,432,681,679
4493,53,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),690,432,680,678
4494,54,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),690,432,687,683
4495,55,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),684,432,679,669
4496,56,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),685,432,684,673
4497,57,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),694,432,690,675
4498,58,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),685,432,680,670
4499,59,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),692,432,682,679
4500,60,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neutral Position(Best Position),683,432,685,670
4501,1,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,684,676
4502,2,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,692,432,686,675
4503,3,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,683,432,693,675
4504,4,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,689,432,688,669
4505,5,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,683,432,688,679
4506,6,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,678,664
4507,7,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,686,432,680,667
4508,8,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,685,432,680,673
4509,9,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,684,432,685,670
4510,10,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,696,432,685,669
4511,11,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,688,432,679,662
4512,12,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,690,432,690,677
4513,13,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,678,673
4514,14,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,687,682
4515,15,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,689,677
4516,16,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,696,432,691,678
4517,17,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,693,669
4518,18,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,698,432,694,683
4519,19,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,686,432,691,674
4520,20,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,692,432,673,678
4521,21,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,689,677
4522,22,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,683,432,688,676
4523,23,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,686,674
4524,24,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,686,432,684,679
4525,25,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,689,682
4526,26,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,690,432,692,673
4527,27,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,685,432,680,674
4528,28,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,688,669
4529,29,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,690,432,688,674
4530,30,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,687,432,687,675
4531,31,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,690,432,685,675
4532,32,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,692,432,686,674
4533,33,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,695,432,681,666
4534,34,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,691,432,684,674
4535,35,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,693,432,678,662
4536,36,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,687,432,683,670
4537,37,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,685,432,682,675
4538,38,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,689,432,688,672
4539,39,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,678,432,682,671
4540,40,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,683,432,679,675
4541,41,Male,L,48,33,29,47,48,48,65,62,Round Shoulder,Neck Extension,694,432,690,677
