No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
6968,8,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),728,566,741,803
6969,9,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),730,569,735,802
6970,10,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),738,556,744,802
6971,11,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),744,565,731,805
6972,12,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),733,571,736,787
6973,13,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),732,563,736,795
6974,14,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),752,561,753,797
6975,15,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),739,566,751,802
6976,16,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),740,564,761,803
6977,17,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),746,557,743,800
6978,18,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),739,562,742,811
6979,19,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),736,561,741,807
6980,20,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),736,568,747,795
6981,21,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),735,560,735,796
6982,22,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),742,560,741,804
6983,23,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),741,558,738,801
6984,24,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),737,562,745,805
6985,25,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),734,555,739,798
6986,26,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),733,577,744,797
6987,27,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),735,560,746,801
6988,28,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),737,553,745,803
6989,29,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),735,559,740,803
6990,30,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),735,559,739,802
6991,31,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),743,555,749,791
6992,32,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),740,559,753,801
6993,33,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),740,567,741,799
6994,34,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),737,557,739,796
6995,35,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),720,548,736,807
6996,36,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),730,557,733,806
6997,37,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),732,552,737,795
6998,38,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),723,552,735,800
6999,39,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),737,555,741,804
7000,40,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),735,555,741,807
7001,41,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),742,551,739,791
7002,42,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),746,553,740,796
7003,43,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),732,557,737,795
7004,44,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),737,546,742,797
7005,45,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),742,548,747,798
7006,46,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),728,549,745,811
7007,47,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),717,555,752,791
7008,48,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),732,553,739,792
7009,49,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),734,547,744,803
7010,50,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),730,552,743,805
7011,51,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),739,549,735,798
7012,52,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),722,544,736,791
7013,53,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),727,545,740,794
7014,54,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),723,553,737,795
7015,55,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),727,535,734,799
7016,56,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),736,556,731,800
7017,57,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),730,532,742,793
7018,58,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),724,548,736,791
7019,59,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),727,542,751,807
7020,60,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Extreme),722,544,739,806
7021,1,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,600,754,794
7022,2,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,603,740,791
7023,3,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),737,598,741,797
7024,4,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),742,603,748,800
7025,5,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,584,740,800
7026,6,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),735,604,755,801
7027,7,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),734,591,740,802
7028,8,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),727,605,741,801
7029,9,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),739,590,745,799
7030,10,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),737,589,747,788
7031,11,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),754,580,742,789
7032,12,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),738,601,741,809
7033,13,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),729,586,740,799
7034,14,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),739,593,744,799
7035,15,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),746,594,745,804
7036,16,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),725,603,740,800
7037,17,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),746,589,741,789
7038,18,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,607,743,810
7039,19,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),745,586,749,801
7040,20,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,597,746,796
7041,21,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),749,597,744,798
7042,22,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),748,591,749,798
7043,23,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),736,593,737,796
7044,24,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),748,601,738,803
7045,25,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),731,600,745,788
7046,26,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),731,605,749,801
7047,27,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),734,593,743,795
7048,28,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),730,585,740,805
7049,29,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),737,584,742,802
7050,30,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,597,742,799
7051,31,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),727,597,752,798
7052,32,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),747,592,744,790
7053,33,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),746,603,747,802
7054,34,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,588,748,796
7055,35,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),738,594,730,804
7056,36,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),730,586,750,800
7057,37,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,587,746,799
7058,38,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),753,583,737,793
7059,39,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),744,612,747,795
7060,40,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),739,609,746,790
7061,41,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),735,606,742,802
7062,42,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),746,583,740,802
7063,43,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),729,601,734,789
7064,44,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,587,741,809
7065,45,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),748,591,747,789
7066,46,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),741,588,744,801
7067,47,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),750,592,741,801
7068,48,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,599,742,796
7069,49,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),742,610,743,792
7070,50,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),748,592,739,800
7071,51,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,592,745,804
7072,52,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),729,595,749,801
7073,53,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),740,608,752,794
7074,54,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),749,595,743,807
7075,55,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),742,594,755,801
7076,56,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),739,605,744,810
7077,57,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),744,597,748,808
7078,58,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),743,595,750,790
7079,59,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),747,607,747,797
7080,60,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Poking Chin (Acceptable),735,614,747,799
7081,1,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),747,592,751,799
7082,2,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),738,592,745,800
7083,3,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),743,605,754,809
7084,4,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),741,619,749,795
7085,5,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),749,618,740,814
7086,6,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),749,624,744,803
7087,7,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),748,623,753,799
7088,8,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),742,628,748,791
7089,9,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),735,637,742,801
7090,10,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),755,611,741,808
7091,11,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),752,615,747,791
7092,12,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),751,610,747,801
7093,13,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),751,627,750,793
7094,14,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),734,614,736,796
7095,15,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),745,625,735,789
7096,16,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),747,624,744,797
7097,17,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),750,628,736,794
7098,18,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),745,626,745,806
7099,19,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),743,618,747,796
7100,20,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),754,619,739,811
7101,21,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),741,619,747,802
7102,22,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),743,632,731,802
7103,23,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),748,618,747,807
7104,24,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),747,641,751,797
7105,25,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),748,619,745,803
7106,26,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),754,632,749,795
7107,27,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),752,616,746,805
7108,28,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),736,615,751,799
7109,29,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),736,618,749,803
7110,30,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),743,625,751,815
7111,31,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),752,620,736,815
7112,32,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),746,622,750,796
7113,33,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),755,627,753,807
7114,34,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),737,621,742,796
7115,35,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),740,614,742,796
7116,36,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),756,632,738,780
7117,37,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),736,625,746,807
7118,38,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),748,619,746,798
7119,39,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),749,622,747,793
7120,40,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),745,615,747,800
7121,41,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),729,612,749,804
7122,42,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),746,618,753,799
7123,43,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),747,627,753,803
7124,44,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),745,627,743,798
7125,45,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),754,614,749,806
7126,46,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),750,624,745,801
7127,47,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),741,622,747,799
7128,48,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),746,612,749,796
7129,49,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),738,617,748,806
7130,50,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),743,622,745,803
7131,51,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),751,630,749,811
7132,52,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),762,610,746,800
7133,53,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),745,624,750,798
7134,54,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),736,615,737,804
7135,55,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),735,625,745,807
7136,56,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),744,630,754,819
7137,57,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),749,630,749,788
7138,58,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),751,595,749,790
7139,59,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),755,632,752,800
7140,60,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neutral Position(Best Position),751,624,757,800
7141,1,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,744,609,738,805
7142,2,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,742,625,741,811
7143,3,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,740,647,747,798
7144,4,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,737,649,744,798
7145,5,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,743,651,730,788
7146,6,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,752,643,739,808
7147,7,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,746,644,737,794
7148,8,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,733,652,743,798
7149,9,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,746,654,739,791
7150,10,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,736,648,743,796
7151,11,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,745,653,729,791
7152,12,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,740,648,744,789
7153,13,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,746,662,731,809
7154,14,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,735,661,736,802
7155,15,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,745,636,743,791
7156,16,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,739,650,726,791
7157,17,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,742,656,744,790
7158,18,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,737,635,738,801
7159,19,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,750,641,736,796
7160,20,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,745,650,739,795
7161,21,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,731,642,741,798
7162,22,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,749,655,746,796
7163,23,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,747,637,746,801
7164,24,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,741,654,736,792
7165,25,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,726,641,741,786
7166,26,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,752,645,737,796
7167,27,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,753,668,744,797
7168,28,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,737,655,737,789
7169,29,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,734,658,739,800
7170,30,Female,M,44,33,28,46,48,48,65,62,Normal Shoulder,Neck Extension,745,641,747,788
